Title,Doi,Publisher Name,Journal Title,License,Total Amount,Payment Year,Payment Date,Institution,Institution grid id
Atlas of the anatomical localization of atypical chemokine receptors in healthy mice,10.1371/journal.pbio.3002111,Public Library of Science,PLoS Biology,CC-BY 4.0,4749.955,2023,2023-05-01,130C4A91-D272-4D08-843B-3D6F8C7AA6C1,grid.29078.34
"Diffusion of Hydroxylated Si Vacancies in Olivine, and Its Relevance to Si Difusion",NA,Geochemical Society,"Geochemistry, Geophysics, Geosystems",CC-BY 4.0,2464.599,2023,2023-05-01,ORG20754,grid.9851.5
Entanglement and thermo-kinetic uncertainty relations in coherent mesoscopic transport,NA,American Physical Society,Physical Review Research,NA,2360.824,2023,2023-05-22,15E4691F-36EC-494E-8BBA-30F129C7C7B6,NA
Investigating The Tumor-Immune Microenvironment Through Extracellular Vesicles From Frozen Patient Biopsies,NA,Frontiers Media,Frontiers in Immunology,CC-BY 4.0,3100.911,2023,2023-05-08,ORG63170,grid.7400.3
Adolescents’ Mutual Acculturation Attitudes and Their Association with National Self-Identification in Three Swiss Cantons,10.3389/fsoc.2023.953914,Frontiers Media,Frontiers in Sociology,CC-BY 4.0,918.777,2023,2023-06-19,ORG1065012,grid.410380.e
Exposure to intimate-partner violence and resilience trajectories of adolescents: a two-wave longitudinal latent transition analysis,10.3390/ijerph20095676,MDPI,International Journal of Environmental Research and Public Health,CC-BY 4.0,2154,2023,2023-05-01,ORG1065012,grid.410380.e
The Hyperinflammatory Spectrum: from Defects in Cytotoxicity to Cytokine Control,10.3389/fimmu.2023.1163316,Frontiers Media,Frontiers in Immunology,CC-BY 4.0,3151.842,2023,2023-06-06,ORG63170,grid.7400.3
Nanocrystalline Flash Annealed Nickel Oxide for Large Area Perovskite Solar Cells,NA,Wiley Open Access,Advanced Science,CC-BY 4.0,5082.09,2023,2023-05-08,63926C9D-1C6D-4573-AB9E-E2E1523F828D,grid.8534.a
Glide-snow avalanche characteristics at different time scales extracted from time-lapse photography,10.1017/aog.2023.37,Cambridge University Press,Annals of Glaciology,CC-BY 4.0,1626.636,2023,2023-05-01,6F50D35E-9361-4531-AF66-B3644EDD5205,NA
Single-neuron mechanisms of neural adaptation in the human temporal lobe,10.1038/s41467-023-38190-5,Nature Research,Nature Communications,CC-BY 4.0,5512.455,2023,2023-05-01,C7060A20-301C-4471-8A15-AC20565C728D,NA
A Relational Semantics for Ockham’s Modalities,10.3390/axioms12050445,MDPI,Axioms,CC-BY 4.0,1507.8,2023,2023-05-01,University of Lucerne,grid.449852.6
Quantitative laser–matter interaction: a 3D study of UV-fs-laser ablation on single crystalline Ru(0001),10.1364/OE.485713,Optica Publishing Group,Optics Express,NA,1863.81,2023,2023-05-22,E5F3DA36-3B22-44BA-84F1-DDBDE894053C,grid.5734.5
Dynamics and consequences of nutrition-related microbial dysbiosis in early life: study protocol of the VITERBI GUT project,10.3389/fnut.2023.1111478,Frontiers Media,Frontiers in Nutrition,CC-BY 4.0,3100.911,2023,2023-05-08,ORG20754,grid.9851.5
Dilated Virchow-Robin Spaces are a Marker for Arterial Disease in Multiple Sclerosis,NA,Elsevier,EBioMedicine,CC-BY 4.0,4297.518,2023,2023-05-22,University of Zurich,grid.7400.3
Kagome chiral spin liquid in transition metal dichalcogenide moiré bilayers,NA,American Physical Society,Physical Review Research,CC-BY 4.0,2377.502,2023,2023-05-30,ORG1032151,grid.8591.5
Evaluation of a male-specific psychotherapeutic program for major depressive disorder compared to cognitive behavioral therapy and waitlist: Study protocol for a six-arm randomized clinical superiority trial examining depressed eugonadal and hypogonadal men receiving testosterone,10.3389/fpsyt.2023.1129386,Frontiers Media,Frontiers in Psychiatry,CC-BY 4.0,3100.902,2023,2023-05-08,ORG63170,grid.7400.3
Partial Pressure of Arterial Oxygen in Healthy at High Altitudes: A Systematic Review and Meta-Analysis,10.1001/jamanetworkopen.2023.18036,American Medical Association,Jama Network Open,CC-BY 4.0,2678.811,2023,2023-05-08,ORG63170,grid.7400.3
Multi-layered genetic approaches to identify approved drug targets,NA,Cell Press,Cell Genomics,CC-BY 4.0,4195.009,2023,2023-06-12,ORG20754,grid.9851.5
High efficiency preparation of monodisperse plasma membrane derived extracellular vesicles 3 for therapeutic applications,10.1038/s42003-023-04859-2,Nature Research,Communications Biology,CC-BY 4.0,3336.784,2023,2023-05-08,ORG45610,grid.6612.3
THz optical solitons from dispersion-compensated antenna-coupled planarized ring quantum cascade lasers,10.1126/sciadv.adf9426,American Association for the Advancement of Science,Science Advances,CC-BY-NC,3415.484,2023,2023-05-08,490A8208-7E36-4F5A-902E-B811623FCDD8,grid.5801.c
Commercial laying hens exhibit long-term consistent individual differences and behavioural syndromes in spatial traits,10.1098/rsos.230043,Royal Society of Chemistry,Royal Society Open Science,CC-BY 4.0,1418.579,2023,2023-05-08,E5F3DA36-3B22-44BA-84F1-DDBDE894053C,grid.5734.5
Sporadic type VI secretion in seventh pandemic Vibrio cholerae,10.1099/mic.0.001329,Microbiology Society,Microbiology,CC-BY 4.0,2435.85,2023,2023-05-22,862DDBE8-1F84-43A4-8F09-F8057457B7AD,grid.5333.6
DNA modifications impact natural transformation of Acinetobacter baumannii,NA,Oxford University Press,Nucleic Acids Research,CC-BY 4.0,3589.292,2023,2023-05-08,862DDBE8-1F84-43A4-8F09-F8057457B7AD,grid.5333.6
Antiviral properties of trans-δ-viniferin derivatives against enveloped viruses,10.1016/j.biopha.2023.114825,Elsevier,Biomedicine and Pharmacotherapy,CC-BY 4.0,2930.182,2023,2023-06-12,ORG1032151,grid.8591.5
An implementation evaluation of the physical activity counseling for in-patients with major depressive disorder (PACINPAT) intervention: a randomized controlled trial,10.1186/s12888-023-04834-5,BioMed Central,BMC Psychiatry,CC-BY 4.0,2303.921,2023,2023-05-08,ORG45610,grid.6612.3
Amygdala subdivisions exhibit aberrant whole-brain functional connectivity in relation to stress intolerance and psychotic symptoms in 22q11.2DS,10.1038/s41398-023-02458-7,Springer Nature [academic journals on nature.com],Translational Psychiatry,CC-BY 4.0,3839.286,2023,2023-05-15,ORG1032151,grid.8591.5
Increased cranio-caudal spinal cord oscillations are the cardinal pathophysiological change in degenerative cervical myelopathy,10.3389/fneur.2023.1217526,Frontiers Media,Frontiers in Neurology,CC-BY 4.0,3118.45,2023,2023-10-24,ORG63170,grid.7400.3
Montreal Protocol''s impact on the ozone layer and climate,10.5194/acp-23-5135-2023,Copernicus Publications,Atmospheric Chemistry and Physics,CC-BY 4.0,1191.016,2023,2023-05-08,C4ADE46A-AB8B-4950-A5A4-5FA8058EC57F,NA
Observation of non-reciprocal harmonic conversion in real sounds,10.1038/s42005-023-01217-w,Nature Research,Communications Physics,CC-BY 4.0,3365.1,2023,2023-05-22,862DDBE8-1F84-43A4-8F09-F8057457B7AD,grid.5333.6
"A
            <i>Plasmodium<\/i>
            membrane receptor platform integrates cues for egress and invasion in blood forms and activation of transmission stages",10.1126/sciadv.adf2161,American Association for the Advancement of Science,Science Advances,CC-BY-NC,3439.748,2023,2023-05-15,ORG1032151,grid.8591.5
Bandgap fluctuations and robustness in two-dimensional hyperuniform dielectric materials,NA,Optica Publishing Group,Optics Express,NA,1901.979,2023,2023-05-15,63926C9D-1C6D-4573-AB9E-E2E1523F828D,grid.8534.a
Electronic Decoupling and Single-Molecule Charging of C60 on h-BN\/Rh(111),NA,Wiley Open Access,Advanced Physics Research,CC-BY 4.0,2160.746,2023,2023-06-12,65B332DD-7921-4D4D-8A30-E8CDF81140F1,NA
Speakers are more cooperative and less individual when interacting in larger group sizes,10.3389/fpsyg.2023.1145572,Frontiers Media,Frontiers in Psychology,CC-BY 4.0,3100.911,2023,2023-05-08,ORG63170,grid.7400.3
Inositol pyrophosphates activate the vacuolar transport chaperone complex in yeast by disrupting a homotypic SPX domain interaction,10.1038/s41467-023-38315-w,Nature Research,Nature Communications,CC-BY 4.0,5429.461,2023,2023-05-30,ORG45610,grid.6612.3
Extensive programmed centriole elimination unveiled in C. elegans embryos,10.1126/sciadv.adg8682,American Association for the Advancement of Science,Science Advances,CC-BY-NC,3439.748,2023,2023-05-15,862DDBE8-1F84-43A4-8F09-F8057457B7AD,grid.5333.6
"Phases, instabilities and excitations in a two-component lattice model with photon-mediated interactions",NA,American Physical Society,Physical Review Research,NA,2360.824,2023,2023-05-22,490A8208-7E36-4F5A-902E-B811623FCDD8,grid.5801.c
Estimating and explaining cross-country variation in the effectiveness of non-pharmaceutical interventions during COVID-19,10.1038/s41598-022-11362-x,Nature Research,Scientific Reports,CC-BY 4.0,1994.82,2023,2023-07-26,ORG45610,grid.6612.3
Predictors of Psychological Strain and Allostatic Load in Teachers: Examining the Long-Term Effects of Biopsychosocial Risk and Protective Factors using a LASSO Regression Approach,10.3390/ijerph20105760,MDPI,International Journal of Environmental Research and Public Health,CC-BY 4.0,2154,2023,2023-05-15,35CF64A6-4651-4ECC-86F6-9B7FA8E1FD1E,grid.454333.6
Differences in selective attention and inhibitory control in patients with major depressive disorder and healthy controls who do not engage in sufficient physical activity,10.3390/jcm12103370,MDPI,Journal of Clinical Medicine,CC-BY 4.0,2240.16,2023,2023-05-15,ORG45610,grid.6612.3
A critical Schrödinger cat qubit,NA,American Physical Society,PRX Quantum,CC-BY 4.0,3147.36,2023,2023-05-22,862DDBE8-1F84-43A4-8F09-F8057457B7AD,grid.5333.6
The large GTPase Sey1\/atlastin mediates lipid droplet- and FadL-dependent intracellular fatty acid metabolism of Legionella pneumophila,10.7554/eLife.85142,eLife Sciences Publications,eLife,CC-BY 4.0,2697.842,2023,2023-05-15,ORG63170,grid.7400.3
Competition matters: using in vitro community models to study the impact of human skin bacteria on mosquito attraction,10.3389/fevo.2023.1156311,Frontiers Media,Frontiers in Ecology and Evolution,CC-BY 4.0,1317.313,2023,2023-05-23,ORG63170,grid.7400.3
A technique for the rapid intravenous in-ovo injection of developing amniote embryos,NA,Cell Press,STAR Protocols,NA,1411.423,2023,2023-05-15,ORG1032151,grid.8591.5
Cardiomyocyte-targeting exosomes from sulforaphane-treated fibroblasts affords cardioprotection in infarcted rats,10.1186/s12967-023-04155-x,BioMed Central,Journal of Translational Medicine,CC-BY 4.0,3124.589,2023,2023-05-08,278EF4F9-5098-4759-A204-C9AF197C6493,NA
Fossil coccolith morphological attributes as a new proxy for deep ocean carbonate chemistry,10.5194/bg-20-1725-2023,Copernicus Publications,Biogeosciences,CC-BY 4.0,1365.238,2023,2023-06-12,490A8208-7E36-4F5A-902E-B811623FCDD8,grid.5801.c
From threat to challenge—Improving medical students’ stress response and communication skills performance through the combination of stress arousal reappraisal and preparatory worked example-based learning when breaking bad news to simulated patients: study protocol for a randomized controlled trial,10.1186/s40359-023-01167-6,BioMed Central,BMC Psychology,CC-BY 4.0,1414.205,2023,2023-06-01,ORG20754,grid.9851.5
Best Time of Day for Strength and Endurance Training to Improve Health and Performance? A Systematic Review with Meta-analysis,NA,Springer,Sports Medicine - Open,CC-BY 4.0,2555.844,2023,2023-05-15,ORG45610,grid.6612.3
Exploration of the Acceptance of the Use of Procalcitonin Point-of-Care Testing and Lung Ultrasonography by General Practitioners to Decide on Antibiotic Prescriptions for Lower Respiratory Infections: A Qualitative Study,10.1136/bmjopen-2022-063922,BMJ Publishing Group,BMJ Open,CC-BY 4.0,2517.986,2023,2023-05-15,79b28fbb-6ede-401f-a502-6ad252a39758,NA
Parasite infection and the movement of the aquatic snail Potamopyrgus antipodarum along a depth cline,NA,Wiley Open Access,Ecology and Evolution,NA,1516.753,2023,2023-05-15,490A8208-7E36-4F5A-902E-B811623FCDD8,grid.5801.c
Characterization of hepatic lipid signature distributed across the liver zonation using mass spectrometry imaging,10.1016/j.jhepr.2023.100725,Elsevier,JHEP Reports,CC-BY 4.0,2106.601,2023,2023-05-15,E5F3DA36-3B22-44BA-84F1-DDBDE894053C,grid.5734.5
Accurate prediction of isocitrate dehydrogenase -mutation status of gliomas using SLOW-editing magnetic resonance spectroscopic imaging at 7 T MR,NA,Oxford University Press,Neuro-Oncology Advances,NA,2327.794,2023,2023-05-15,E5F3DA36-3B22-44BA-84F1-DDBDE894053C,grid.5734.5
Many-body screening effects in liquid water,10.1038/s41467-023-38420-w,Nature Research,Nature Communications,CC-BY 4.0,5647.9,2023,2023-05-30,862DDBE8-1F84-43A4-8F09-F8057457B7AD,grid.5333.6
From Soil to Plant: Strengthening Carrot Defenses with Vermicompost and Arbuscular Mycorrhizal Fungi Biofertilizers against Meloidogyne incognita,10.3389/fmicb.2023.1206217,Frontiers Media,Frontiers in Microbiology,CC-BY 4.0,3151.842,2023,2023-06-06,5972A289-A8D0-497B-B3C5-8A5F3519F57A,grid.10711.36
Photo-induced shrinking of aqueous  glycine aerosol droplets,10.5194/acp-23-5393-2023,Copernicus Publications,Atmospheric Chemistry and Physics,CC-BY 4.0,905.1094,2023,2023-05-22,490A8208-7E36-4F5A-902E-B811623FCDD8,grid.5801.c
New Compound and Hybrid Binding Energy Sputter Model for Modeling Purposes in Agreement with Experimental Data,10.3847/PSJ/acd056,IOP Publishing,The Planetary Science Journal,CC-BY 4.0,1917.423,2023,2023-06-06,E5F3DA36-3B22-44BA-84F1-DDBDE894053C,grid.5734.5
Water-Soluble Gd(III)-Porphyrin Complexes Capable of Both Photosensitization and Relaxation Enhancement,10.1021/cbmi.3c00007,American Chemical Society,Chemical & Biomedical Imaging,CC-BY-NC-ND,331.6099,2023,2023-05-15,490A8208-7E36-4F5A-902E-B811623FCDD8,grid.5801.c
"Tackling childbirth-related intrusive memories with a single-session behavioural intervention including a visuospatial task: protocol for a single-blind, waitlist-controlled randomised trial",10.1136/bmjopen-2023-073874,BMJ Publishing Group,BMJ Open,CC-BY 4.0,2594.658,2023,2023-05-22,ORG20754,grid.9851.5
Intervention effects and long-term changes in physical activity and cardiometabolic outcomes among children at risk of noncommunicable diseases in South Africa: a cluster-randomized controlled trial and follow-up analysis,10.3389/fpubh.2023.1199381,Frontiers Media,Frontiers in Public Health,CC-BY 4.0,3123.779,2023,2023-05-22,2EDC5EAA-CF17-439C-8926-3E12EABF9A70,grid.416786.a
Measurement-induced collective vibrational quantum coherence under spontaneous Raman scattering in a liquid,NA,Nature Research,Nature Communications,CC-BY 4.0,5466.63,2023,2023-05-15,862DDBE8-1F84-43A4-8F09-F8057457B7AD,grid.5333.6
PascalX: a Python library for GWAS gene and pathway enrichment tests,10.1093/bioinformatics/btad296,Oxford University Press,Bioinformatics,CC-BY 4.0,3912.5,2023,2023-10-23,ORG20754,grid.9851.5
Compromised white matter is related to lower cognitive performance in adults with phenylketonuria,10.1093/braincomms/fcad155,Oxford University Press,Brain Communications,CC-BY 4.0,3361.435,2023,2023-08-28,E5F3DA36-3B22-44BA-84F1-DDBDE894053C,grid.5734.5
Somitic positional information guides self-organized patterning of snake scales,10.1126/sciadv.adf8834,American Association for the Advancement of Science,Science Advances,CC-BY-NC,4047.127,2023,2023-05-22,ORG1032151,grid.8591.5
"Omega-3 Fatty Acids and Heart Rhythm, Rate and Variability in Atrial Fibrillation",NA,American Heart Association,Journal of the American Heart Association Cardiovascular and Cerebrovascular Disease,NA,3144.525,2023,2023-05-22,37963C4A-1904-4E5B-8EE5-A9065DD494B3,grid.482962.3
Continuous ground monitoring of vegetation optical depth and water content with GPS signals,10.5194/bg-2022-84,Copernicus Publications,Biogeosciences,CC-BY 4.0,2081.752,2023,2023-05-22,University of Zurich,grid.7400.3
Genetic diversity and population structure of Epichloë fungal pathogens of plants in natural ecosystems,10.3389/fevo.2023.1129867,Frontiers Media,Frontiers in Ecology and Evolution,CC-BY 4.0,2634.625,2023,2023-05-22,490A8208-7E36-4F5A-902E-B811623FCDD8,grid.5801.c
Targeted and non-targeted proteomics to characterize the parasite proteins of Echinococcus multilocularis metacestodes,10.3389/fcimb.2023.1170763,Frontiers Media,Frontiers in Cellular and Infection Microbiology,CC-BY 4.0,3123.779,2023,2023-05-22,E5F3DA36-3B22-44BA-84F1-DDBDE894053C,grid.5734.5
A community-based contact isolation strategy to reduce the spread of Ebola Virus Disease: An analysis of the 2018-2020 outbreak in the Democratic Republic of Congo,10.1136/bmjgh-2023-011907,BMJ Publishing Group,BMJ Global Health,NA,3508.516,2023,2023-05-22,ORG1032151,grid.8591.5
Pace v0.2: a Python-based performance-portable atmospheric model,10.5194/gmd-16-2719-2023,Copernicus Publications,Geoscientific Model Development,CC-BY 4.0,1557.178,2023,2023-05-22,490A8208-7E36-4F5A-902E-B811623FCDD8,grid.5801.c
Multi-sample\/multi-nucleus parallel polarization and monitoring enabled by a fluid path technology compatible cryogenic probe for dissolution dynamic nuclear polarization,10.1038/s41598-023-34958-3,Nature Research,Scientific Reports,CC-BY 4.0,2248.341,2023,2023-05-22,862DDBE8-1F84-43A4-8F09-F8057457B7AD,grid.5333.6
"Embryonic stem cell ERK, AKT, plus STAT3 response dynamics combinatorics are heterogeneous but NANOG state independent",10.1016/j.stemcr.2023.04.008,Cell Press,Stem Cell Reports,CC-BY-NC-ND,2957.719,2023,2023-07-26,490A8208-7E36-4F5A-902E-B811623FCDD8,grid.5801.c
Parkinson’s disease may disrupt overlapping subthalamic nucleus and pallidal motor networks,10.1016/j.nicl.2023.103432,Elsevier,NeuroImage: Clinical,CC-BY-NC-ND,2993.423,2023,2023-06-12,ORG20754,grid.9851.5
Egg-mediated maternal effects in a cooperatively breeding cichlid fish,NA,Nature Research,Scientific Reports,CC-BY 4.0,2248.778,2023,2023-06-06,E5F3DA36-3B22-44BA-84F1-DDBDE894053C,grid.5734.5
Computational design of dynamic receptor—peptide signaling complexes applied to chemotaxis,10.1038/s41467-023-38491-9,Nature Research,Nature Communications,CC-BY 4.0,5429.461,2023,2023-05-30,862DDBE8-1F84-43A4-8F09-F8057457B7AD,grid.5333.6
The presence of air sac nematodes in passerines and near-passerines in southern Germany,10.1016/j.ijppaw.2023.05.004,Elsevier,International Journal for Parasitology: Parasites and Wildlife,CC-BY 4.0,1855.079,2023,2023-06-12,ORG63170,grid.7400.3
Motivation and training needs of prison healthcare professionals: findings from a qualitative study,10.1186/s40359-023-01076-8,BioMed Central,BMC Psychology,CC-BY 4.0,1206.978,2023,2023-05-22,ORG45610,grid.6612.3
"Anxiety, concerns and emotion regulation in individuals with Williams syndrome and Down syndrome during the COVID-19 outbreak: a global study",10.1038/s41598-023-35176-7,Nature Research,Scientific Reports,CC-BY 4.0,2248.341,2023,2023-05-22,63926C9D-1C6D-4573-AB9E-E2E1523F828D,grid.8534.a
"Methane, ethane, and propane production in Greenland ice core samples and a first isotopic characterization of excess methane",10.5194/cp-19-999-2023,Copernicus Publications,Climate of the Past,CC-BY 4.0,1557.481,2023,2023-06-06,E5F3DA36-3B22-44BA-84F1-DDBDE894053C,grid.5734.5
Thermal conductivity of glasses: first-principles theory and applications,10.1038/S41524-023-01033-4,Nature Research,npj Computational Materials,CC-BY 4.0,2871.656,2023,2023-05-30,862DDBE8-1F84-43A4-8F09-F8057457B7AD,grid.5333.6
Direct conversion of lignin to functionalized diaryl ethers via oxidative cross-couplingDirect conversion of lignin to functionalized diaryl ethers via oxidative cross-coupling,10.1038/s41467-023-38534-1,Nature Research,Nature Communications,CC-BY 4.0,5364.328,2023,2023-09-18,862DDBE8-1F84-43A4-8F09-F8057457B7AD,grid.5333.6
Sex differences in pharmacological interventions and their effects on lifespan and healthspan outcomes: a systematic review,10.3389/fragi.2023.1172789,Frontiers Media,Frontiers in Aging,CC-BY 4.0,2035.584,2023,2023-06-12,490A8208-7E36-4F5A-902E-B811623FCDD8,grid.5801.c
"The helochelydrid turtle Helochelydra nopcsai from the Early Cretaceous (late Barremian – early Aptian) fissure fills of Balve, North Rhine-Westphalia, Germany, including a large sample of granicones",NA,Pensoft Publishers,Fossil Record,NA,728.509,2023,2023-05-30,63926C9D-1C6D-4573-AB9E-E2E1523F828D,grid.8534.a
Labor market costs for long-term family caregivers: the situation of caregivers of persons with spinal cord injury in Switzerland,10.1186/s12913-023-09565-7,BioMed Central,BMC Health Services Research,CC-BY 4.0,2787.894,2023,2023-06-12,4A32FC75-68C7-402D-B641-6878A6B96C63,grid.419770.c
Solving the explainable AI conundrum by bridging clinicians’ needs and developers’ goals,10.1038/s41746-023-00837-4,Nature Research,npj Digital Medicine,CC-BY 4.0,1286.76,2023,2023-05-30,490A8208-7E36-4F5A-902E-B811623FCDD8,grid.5801.c
"Effect of the MySweetheart randomized controlled trial on birth, anthropometric and psychobehavioural outcomes in offspring of women with GDM",10.3389/fendo.2023.1148426,Frontiers Media,Frontiers in Endocrinology,CC-BY 4.0,3151.842,2023,2023-06-06,ORG20754,grid.9851.5
High-temperature kinetic magnetism in triangular lattices,NA,American Physical Society,Physical Review Research,CC-BY 4.0,2377.502,2023,2023-05-30,490A8208-7E36-4F5A-902E-B811623FCDD8,grid.5801.c
Acute effects of intravenous DMT in a randomized placebo-controlled study in healthy participants,10.1038/s41398-023-02477-4,Springer Nature [academic journals on nature.com],Translational Psychiatry,CC-BY 4.0,3902.44,2023,2023-05-30,C4CDB524-C65B-45B4-987D-1C1582CD8538,grid.6612.3
LIKE EARLY STARVATION 1 and EARLY STARVATION 1 Promote and Stabilize Amylopectin Phase Transition in Starch Biosynthesis,10.1126/sciadv.adg744,American Association for the Advancement of Science,Science Advances,CC-BY 4.0,3464.36,2023,2023-05-30,490A8208-7E36-4F5A-902E-B811623FCDD8,grid.5801.c
The influence of springtime Arctic ozone recovery on stratospheric and surface climate,10.5194/egusphere-2023-672,Copernicus Publications,Atmospheric Chemistry and Physics,CC-BY 4.0,1646.099,2023,2023-09-25,490A8208-7E36-4F5A-902E-B811623FCDD8,grid.5801.c
Viewpoint: Spinocerebellar ataxias as diseases of Purkinje cell dysfunction rather than Purkinje cell loss,10.3389/fnmol.2023.1182431,Frontiers Media,Frontiers in Molecular Neuroscience,CC-BY 4.0,3151.842,2023,2023-06-06,ORG45610,grid.6612.3
Globoside and the mucosal pH mediate parvovirus B19 entry through the epithelial barrier,10.1371/journal.ppat.1011402,Public Library of Science,PLoS Pathogens,CC-BY 4.0,2404.674,2023,2023-05-30,E5F3DA36-3B22-44BA-84F1-DDBDE894053C,grid.5734.5
Asymmetry of sleep electrophysiological markers in patients with focal epilepsy,10.1093/braincomms/fcad161,Oxford University Press,Brain Communications,CC-BY 4.0,3750.254,2023,2023-06-06,ORG1032151,grid.8591.5
High-resolution record of stable isotopes in soil carbonates reveals environmental dynamics in an arid region (central Iran) during the last 32 ka,10.3389/feart.2023.1154544,Frontiers Media,Frontiers in Earth Science,CC-BY 4.0,3151.842,2023,2023-06-06,ORG63170,grid.7400.3
Heart rate variability changes with respect to time and exercise intensity during heart-rate-controlled steady-state treadmill running,10.1038/s41598-023-35717-0,Nature Research,Scientific Reports,CC-BY 4.0,2248.778,2023,2023-06-06,8CE7DD81-BAD0-4D1F-AE6E-6408904B679B,grid.424060.4
Perturbations in fatty acid metabolism and collagen production infer pathogenicity of a novel MBTPS2 variant in Osteogenesis imperfecta,10.3389/fendo.2023.1195704,Frontiers Media,Frontiers in Endocrinology,CC-BY 4.0,3007.473,2023,2023-07-26,ORG63170,grid.7400.3
Phase transitions and spin dynamics of the quasi-one dimensional  Ising-like antiferromagnet BaCo2V2O8 in a longitudinal magnetic field,NA,American Physical Society,Physical Review Research,NA,2430.713,2023,2023-06-12,35224b18-8d90-4a1f-a259-3f5e60d3f3a3,grid.8591.5
Physiological variations in hypovirus-infected wild and model longterm laboratory strains of Cryphonectria parasitica,10.3389/fmicb.2023.1192996,Frontiers Media,Frontiers in Microbiology,CC-BY 4.0,2930.486,2023,2023-06-12,6F50D35E-9361-4531-AF66-B3644EDD5205,NA
Multimodal single cell analysis infers widespread enhancer co-activity in a lymphoblastoid cell line,10.1038/s42003-023-04954-4,Nature Research,Communications Biology,CC-BY 4.0,3331.206,2023,2023-07-03,University of Lausanne,grid.9851.5
"Chronic 3,4-Methylenedioxymethamphetamine (MDMA) Use Is Related to Glutamate and GABA Concentrations in the Striatum But Not the Anterior Cingulate Cortex",10.1093/ijnp/pyad023,Oxford University Press,International Journal of Neuropsychopharmacology,CC-BY-NC,2410.317,2023,2023-08-28,ORG63170,grid.7400.3
Multisite regulation integrates multimodal context in sensory circuits to control persistent behavioral states in C. elegans,10.1038/s41467-023-38685-1,Nature Research,Nature Communications,CC-BY 4.0,5429.461,2023,2023-05-30,63926C9D-1C6D-4573-AB9E-E2E1523F828D,grid.8534.a
Odor-regulated oviposition behavior in an ecological specialist,10.1038/s41467-023-38722-z,Nature Research,Nature Communications,CC-BY 4.0,5594.55,2023,2023-09-25,ORG20754,grid.9851.5
Cognitive constraints on vocal combinatoriality in a social bird,10.1016/j.isci.2023.106977,Cell Press,iScience,CC-BY 4.0,2740.458,2023,2023-06-12,ORG63170,grid.7400.3
Effectiveness of Psychomotor Therapy among Children with Graphomotor Impairment with and without DCD-Diagnosis,10.3390/children10060964,MDPI,Children,CC-BY 4.0,1723.2,2023,2023-07-03,589CCFDE-66E3-49DD-9E61-A1A5B1C48EDF,grid.465965.d
Prosodic signatures of ASD severity and developmental delay in preschoolers,10.1038/s41746-023-00845-4,Nature Research,npj Digital Medicine,CC-BY 4.0,3087.482,2023,2023-06-06,ORG1032151,grid.8591.5
Adversity specifcity and life period exposure on cognitive aging,10.1038/s41598-023-35855-5,Nature Research,Scientific Reports,CC-BY 4.0,2215.6,2023,2023-06-19,ORG1016882,grid.4991.5
An automated online field instrument to quantify the oxidative potential of aerosol particles via ascorbic acid oxidation,10.5194/amt-16-2641-2023,Copernicus Publications,Atmospheric Measurement Techniques,CC-BY 4.0,1267.4,2023,2023-06-06,ORG45610,grid.6612.3
Combining Acceleration With Allometry For Estimating Daily Energy Expenditure In Joule When In-Lab Calibration Is Unavailable,10.1186/s40462-023-00395-0,BioMed Central,Movement Ecology,CC-BY 4.0,2388.13,2023,2023-07-26,ORG63170,grid.7400.3
How to train your Myeloid cells: A way forward for soil-transmitted helminth vaccines?,10.3389/fimmu.2023.1163364,Frontiers Media,Frontiers in Immunology,CC-BY 4.0,3190.337,2023,2023-10-02,862DDBE8-1F84-43A4-8F09-F8057457B7AD,grid.5333.6
"Therapeutic value of first vs supplemental indications of drugs in the US and Europe, 2011-2020",10.1136/bmj-2022-074166,BMJ Publishing Group,The BMJ,NA,5720.169,2023,2023-07-03,ORG63170,grid.7400.3
Executive Functions and Borderline Personality Features in adolescents with Major Depressive Disorder,10.3389/fnhum.2023.957753,Frontiers Media,Frontiers in Human Neuroscience,CC-BY 4.0,2887.006,2023,2023-06-12,50623EE0-D4C3-4648-A234-F177BE027B5A,NA
Within‐network brain connectivity during a social optimism task is related to personal optimism and optimism for in‐group members,NA,Wiley Open Access,Human Brain Mapping,CC-BY-NC-ND,3372.871,2023,2023-06-12,ORG20754,grid.9851.5
"Multigene sequence based and phenotypic characterization reveals the occurrence of a novel entomopathogenic nematode species, Steinernema anantnagense n. sp.",NA,Sciendo,Journal of Nematology,CC-BY 4.0,544.4646,2023,2023-06-06,5972A289-A8D0-497B-B3C5-8A5F3519F57A,grid.10711.36
Modelling environmental DNA transport in rivers reveals highly resolved spatio-temporal biodiversity patterns,10.1038/s41598-023-35614-6,Nature Research,Scientific Reports,CC-BY 4.0,2248.778,2023,2023-06-06,FC0D52E4-0904-44B5-B64E-CC2F625D0CB3,NA
"Acceptance of public health measures during 1 the COVID-19 2 pandemic: A cross-sectional study of the Swiss population’s beliefs, 3 attitudes, trust, and information-seeking behavior",10.3389/ijph.2023.1605982,Frontiers Media,International Journal of Public Health,CC-BY 4.0,2477.1,2023,2023-06-12,E69DEC8D-AC91-4E34-B0C0-F179E7FBD0BE,grid.449852.6
